Image,Label
test_4247,comic_book
test_4248,convertible
test_4249,CD_player
test_425,cash_machine
test_4250,freight_car
test_4251,cash_machine
test_4252,brass
test_4253,alp
test_4254,cash_machine
test_4255,refrigerator
test_4256,turnstile
test_4257,CD_player
test_4258,flagpole
test_4259,scoreboard
test_426,goose
test_4260,albatross
test_4261,magnetic_compass
test_4262,steel_arch_bridge
test_4263,brass
test_4264,turnstile
test_4265,space_heater
test_4266,beaker
test_4267,king_penguin
test_4268,space_heater
test_4269,broom
test_427,stopwatch
test_4270,parking_meter
test_4271,desk
test_4272,scoreboard
test_4273,cash_machine
test_4274,projectile
test_4275,cash_machine
test_4276,CD_player
test_4277,turnstile
test_4278,brass
test_4279,space_heater
test_428,stopwatch
test_4280,remote_control
test_4281,goose
test_4282,seashore
test_4283,scoreboard
test_4284,scoreboard
test_4285,turnstile
test_4286,flagpole
test_4287,albatross
test_4288,turnstile
test_4289,turnstile
test_429,sock
test_4290,freight_car
test_4291,-
test_4292,scoreboard
test_4293,moving_van
test_4294,computer_keyboard
test_4295,steel_arch_bridge
test_4296,fly
test_4297,-
test_4298,American_alligator
test_4299,beaker
test_43,CD_player
test_430,lifeboat
test_4300,birdhouse
test_4301,CD_player
test_4302,lakeside
test_4303,turnstile
test_4304,convertible
test_4305,beach_wagon
test_4306,computer_keyboard
test_4307,scoreboard
test_4308,computer_keyboard
test_4309,bullet_train
test_431,iPod
test_4310,binoculars
test_4311,bathtub
test_4312,scoreboard
test_4313,go-kart
test_4314,sock
test_4315,space_heater
test_4316,turnstile
test_4317,organ
test_4318,turnstile
test_4319,flagpole
test_432,spider_web
test_4320,comic_book
test_4321,scoreboard
test_4322,stopwatch
test_4323,brass
test_4324,comic_book
test_4325,brass
test_4326,CD_player
test_4327,computer_keyboard
test_4328,beacon
test_4329,brass
test_433,turnstile
test_4330,scoreboard
test_4331,seashore
test_4332,space_heater
test_4333,computer_keyboard
test_4334,brass
test_4335,scoreboard
test_4336,brass
test_4337,turnstile
test_4338,abacus
test_4339,walking_stick
test_434,academic_gown
test_4340,CD_player
test_4341,-
test_4342,freight_car
test_4343,space_heater
test_4344,butcher_shop
test_4345,turnstile
test_4346,turnstile
test_4347,computer_keyboard
test_4348,scoreboard
test_4349,goose
test_435,crane
test_4350,brass
test_4351,sock
test_4352,turnstile
test_4353,bucket
test_4354,beaker
test_4355,scoreboard
test_4356,scoreboard
test_4357,organ
test_4358,freight_car
test_4359,water_tower
test_436,scoreboard
test_4360,turnstile
test_4361,sea_slug
test_4362,oboe
test_4363,bucket
test_4364,brass
test_4365,sock
test_4366,convertible
test_4367,scoreboard
test_4368,gasmask
test_4369,moving_van
test_437,scoreboard
test_4370,orange
test_4371,computer_keyboard
test_4372,goose
test_4373,brass
test_4374,freight_car
test_4375,confectionery
test_4376,brass
test_4377,CD_player
test_4378,scoreboard
test_4379,scoreboard
test_438,scoreboard
test_4380,bucket
test_4381,convertible
test_4382,-
test_4383,cash_machine
test_4384,CD_player
test_4385,comic_book
test_4386,flagpole
test_4387,computer_keyboard
test_4388,bucket
test_4389,jellyfish
test_439,steel_arch_bridge
test_4390,scoreboard
test_4391,fountain
test_4392,brass
test_4393,CD_player
test_4394,backpack
test_4395,scoreboard
test_4396,bucket
test_4397,police_van
test_4398,albatross
test_4399,apron
test_44,turnstile
test_440,steel_arch_bridge
test_4400,space_heater
test_4401,scoreboard
test_4402,steel_arch_bridge
test_4403,cash_machine
test_4404,convertible
test_4405,moving_van
test_4406,steel_arch_bridge
test_4407,computer_keyboard
test_4408,turnstile
test_4409,CD_player
test_441,iPod
test_4410,jinrikisha
test_4411,jellyfish
test_4412,moving_van
test_4413,reel
test_4414,scoreboard
test_4415,water_tower
test_4416,scoreboard
test_4417,scoreboard
test_4418,brass
test_4419,picket_fence
test_442,beach_wagon
test_4420,cash_machine
test_4421,steel_arch_bridge
test_4422,brass
test_4423,CD_player
test_4424,-
test_4425,jinrikisha
test_4426,crane
test_4427,steel_arch_bridge
test_4428,albatross
test_4429,goose
test_443,fly
test_4430,trolleybus
test_4431,sports_car
test_4432,scoreboard
test_4433,scoreboard
test_4434,scoreboard
test_4435,snorkel
test_4436,steel_arch_bridge
test_4437,brass
test_4438,oboe
test_4439,scoreboard
test_444,jinrikisha
test_4440,seashore
test_4441,computer_keyboard
test_4442,oboe
test_4443,turnstile
test_4444,apron
test_4445,scoreboard
test_4446,beaker
test_4447,scoreboard
test_4448,sports_car
test_4449,nail
test_445,-
test_4450,computer_keyboard
test_4451,scoreboard
test_4452,crane
test_4453,king_penguin
test_4454,bikini
test_4455,crane
test_4456,jinrikisha
test_4457,CD_player
test_4458,crane
test_4459,seashore
test_446,dragonfly
test_4460,CD_player
test_4461,scoreboard
test_4462,swimming_trunks
test_4463,spiny_lobster
test_4464,freight_car
test_4465,steel_arch_bridge
test_4466,scoreboard
test_4467,sports_car
test_4468,CD_player
test_4469,apron
test_447,poncho
test_4470,scoreboard
test_4471,remote_control
test_4472,freight_car
test_4473,computer_keyboard
test_4474,turnstile
test_4475,turnstile
test_4476,CD_player
test_4477,bucket
test_4478,turnstile
test_4479,steel_arch_bridge
test_448,scoreboard
test_4480,sea_slug
test_4481,steel_arch_bridge
test_4482,steel_arch_bridge
test_4483,trolleybus
test_4484,scoreboard
test_4485,computer_keyboard
test_4486,albatross
test_4487,turnstile
test_4488,CD_player
test_4489,brass
test_449,oboe
test_4490,CD_player
test_4491,teapot
test_4492,computer_keyboard
test_4493,turnstile
test_4494,cash_machine
test_4495,sock
test_4496,remote_control
test_4497,freight_car
test_4498,police_van
test_4499,moving_van
test_45,CD_player
test_450,scoreboard
test_4500,jellyfish
test_4501,moving_van
test_4502,chest
test_4503,scoreboard
test_4504,birdhouse
test_4505,jinrikisha
test_4506,flagpole
test_4507,organ
test_4508,brass
test_4509,space_heater
test_451,scoreboard
test_4510,sunglasses
test_4511,turnstile
test_4512,turnstile
test_4513,scoreboard
test_4514,bee
test_4515,scoreboard
test_4516,sock
test_4517,sea_cucumber
test_4518,beach_wagon
test_4519,dragonfly
test_452,steel_arch_bridge
test_4520,CD_player
test_4521,scoreboard
test_4522,scoreboard
test_4523,spider_web
test_4524,turnstile
test_4525,scoreboard
test_4526,turnstile
test_4527,CD_player
test_4528,cardigan
test_4529,brass
test_453,miniskirt
test_4530,confectionery
test_4531,scoreboard
test_4532,scoreboard
test_4533,bullfrog
test_4534,bullet_train
test_4535,computer_keyboard
test_4536,space_heater
test_4537,brass
test_4538,picket_fence
test_4539,walking_stick
test_454,barbershop
test_4540,gondola
test_4541,turnstile
test_4542,backpack
test_4543,CD_player
test_4544,scoreboard
test_4545,bullet_train
test_4546,spider_web
test_4547,brass
test_4548,albatross
test_4549,sock
test_455,scoreboard
test_4550,brass
test_4551,brain_coral
test_4552,brass
test_4553,CD_player
test_4554,turnstile
test_4555,cash_machine
test_4556,scoreboard
test_4557,computer_keyboard
test_4558,turnstile
test_4559,brass
test_456,-
test_4560,spider_web
test_4561,steel_arch_bridge
test_4562,banana
test_4563,bannister
test_4564,beacon
test_4565,scoreboard
test_4566,alp
test_4567,thatch
test_4568,crane
test_4569,computer_keyboard
test_457,bullet_train
test_4570,brass
test_4571,space_heater
test_4572,steel_arch_bridge
test_4573,scoreboard
test_4574,scoreboard
test_4575,steel_arch_bridge
test_4576,space_heater
test_4577,turnstile
test_4578,bucket
test_4579,comic_book
test_458,flagpole
test_4580,water_tower
test_4581,scoreboard
test_4582,turnstile
test_4583,CD_player
test_4584,obelisk
test_4585,convertible
test_4586,computer_keyboard
test_4587,scoreboard
test_4588,dam
test_4589,scoreboard
test_459,turnstile
test_4590,albatross
test_4591,beach_wagon
test_4592,scoreboard
test_4593,turnstile
test_4594,poncho
test_4595,brain_coral
test_4596,sock
test_4597,beacon
test_4598,steel_arch_bridge
test_4599,scoreboard
test_46,turnstile
test_460,king_penguin
test_4600,sock
test_4601,steel_arch_bridge
test_4602,umbrella
test_4603,fly
test_4604,CD_player
test_4605,scoreboard
test_4606,water_jug
test_4607,cauliflower
test_4608,computer_keyboard
test_4609,suspension_bridge
test_461,bullet_train
test_4610,scoreboard
test_4611,computer_keyboard
test_4612,moving_van
test_4613,cash_machine
test_4614,limousine
test_4615,backpack
test_4616,-
test_4617,brass
test_4618,scoreboard
test_4619,computer_keyboard
test_462,flagpole
test_4620,sewing_machine
test_4621,scoreboard
test_4622,spider_web
test_4623,poncho
test_4624,turnstile
test_4625,cash_machine
test_4626,thatch
test_4627,turnstile
test_4628,brass
test_4629,scoreboard
test_463,brass
test_4630,computer_keyboard
test_4631,computer_keyboard
test_4632,parking_meter
test_4633,poncho
test_4634,freight_car
test_4635,cash_machine
test_4636,bannister
test_4637,turnstile
test_4638,freight_car
test_4639,scoreboard
test_464,bucket
test_4640,CD_player
test_4641,beaker
test_4642,brass
test_4643,scoreboard
test_4644,albatross
test_4645,steel_arch_bridge
test_4646,jinrikisha
test_4647,turnstile
test_4648,scoreboard
test_4649,rocking_chair
test_465,computer_keyboard
test_4650,gondola
test_4651,albatross
test_4652,scoreboard
test_4653,turnstile
test_4654,albatross
test_4655,birdhouse
test_4656,Christmas_stocking
test_4657,crane
test_4658,scoreboard
test_4659,refrigerator
test_466,organ
test_4660,oboe
test_4661,CD_player
test_4662,remote_control
test_4663,steel_arch_bridge
test_4664,crane
test_4665,freight_car
test_4666,scoreboard
test_4667,moving_van
test_4668,CD_player
test_4669,CD_player
test_467,scoreboard
test_4670,picket_fence
test_4671,CD_player
test_4672,CD_player
test_4673,steel_arch_bridge
test_4674,CD_player
test_4675,brass
test_4676,sewing_machine
test_4677,scoreboard
test_4678,scoreboard
test_4679,brass
test_468,computer_keyboard
test_4680,sewing_machine
test_4681,brain_coral
test_4682,comic_book
test_4683,computer_keyboard
test_4684,teapot
test_4685,barn
test_4686,scoreboard
test_4687,apron
test_4688,iPod
test_4689,apron
test_469,iPod
test_4690,crane
test_4691,scoreboard
test_4692,bullet_train
test_4693,computer_keyboard
test_4694,turnstile
test_4695,CD_player
test_4696,CD_player
test_4697,brass
test_4698,freight_car
test_4699,scoreboard
test_47,CD_player
test_470,birdhouse
test_4700,brass
test_4701,scoreboard
test_4702,brass
test_4703,steel_arch_bridge
test_4704,CD_player
test_4705,CD_player
test_4706,turnstile
test_4707,spiny_lobster
test_4708,goose
test_4709,turnstile
test_471,moving_van
test_4710,albatross
test_4711,bullet_train
test_4712,lemon
test_4713,scoreboard
test_4714,jellyfish
test_4715,-
test_4716,beach_wagon
test_4717,brass
test_4718,crane
test_4719,-
test_472,trolleybus
test_4720,reel
test_4721,scoreboard
test_4722,projectile
test_4723,-
test_4724,space_heater
test_4725,potpie
test_4726,parking_meter
test_4727,steel_arch_bridge
test_4728,scoreboard
test_4729,refrigerator
test_473,scoreboard
test_4730,Christmas_stocking
test_4731,rocking_chair
test_4732,jellyfish
test_4733,beaker
test_4734,scoreboard
test_4735,turnstile
test_4736,sea_slug
test_4737,computer_keyboard
test_4738,scoreboard
test_4739,scoreboard
test_474,spiny_lobster
test_4740,scoreboard
test_4741,flagpole
test_4742,scoreboard
test_4743,scoreboard
test_4744,scoreboard
test_4745,fountain
test_4746,CD_player
test_4747,beer_bottle
test_4748,brass
test_4749,birdhouse
test_475,CD_player
test_4750,scoreboard
test_4751,computer_keyboard
test_4752,CD_player
test_4753,moving_van
test_4754,freight_car
test_4755,alp
test_4756,umbrella
test_4757,steel_arch_bridge
test_4758,scoreboard
test_4759,scoreboard
test_476,goose
test_4760,sewing_machine
test_4761,brass
test_4762,barn
test_4763,desk
test_4764,scoreboard
test_4765,abacus
test_4766,sports_car
test_4767,brass
test_4768,CD_player
test_4769,jinrikisha
test_477,bannister
test_4770,broom
test_4771,coral_reef
test_4772,goose
test_4773,bucket
test_4774,refrigerator
test_4775,backpack
test_4776,sports_car
test_4777,turnstile
test_4778,plate
test_4779,moving_van
test_478,scoreboard
test_4780,scoreboard
test_4781,police_van
test_4782,turnstile
test_4783,scoreboard
test_4784,cash_machine
test_4785,jellyfish
test_4786,convertible
test_4787,scoreboard
test_4788,barrel
test_4789,computer_keyboard
test_479,scoreboard
test_4790,scoreboard
test_4791,candle
test_4792,turnstile
test_4793,steel_arch_bridge
test_4794,sock
test_4795,poncho
test_4796,scoreboard
test_4797,pop_bottle
test_4798,fountain
test_4799,spider_web
test_48,cash_machine
test_480,cannon
test_4800,scoreboard
test_4801,nail
test_4802,snorkel
test_4803,scoreboard
test_4804,scoreboard
test_4805,pill_bottle
test_4806,turnstile
test_4807,rocking_chair
test_4808,brass
test_4809,scoreboard
test_481,-
test_4810,spiny_lobster
test_4811,CD_player
test_4812,pop_bottle
test_4813,bullet_train
test_4814,scoreboard
test_4815,jellyfish
test_4816,crane
test_4817,bullet_train
test_4818,flagpole
test_4819,scoreboard
test_482,flagpole
test_4820,scoreboard
test_4821,umbrella
test_4822,CD_player
test_4823,CD_player
test_4824,turnstile
test_4825,space_heater
test_4826,freight_car
test_4827,scoreboard
test_4828,dam
test_4829,neck_brace
test_483,scoreboard
test_4830,scoreboard
test_4831,brass
test_4832,gondola
test_4833,computer_keyboard
test_4834,bullet_train
test_4835,albatross
test_4836,scoreboard
test_4837,bathtub
test_4838,brass
test_4839,iPod
test_484,scoreboard
test_4840,scoreboard
test_4841,scoreboard
test_4842,sunglasses
test_4843,rocking_chair
test_4844,go-kart
test_4845,computer_keyboard
test_4846,scoreboard
test_4847,CD_player
test_4848,turnstile
test_4849,trolleybus
test_485,steel_arch_bridge
test_4850,police_van
test_4851,freight_car
test_4852,albatross
test_4853,CD_player
test_4854,moving_van
test_4855,refrigerator
test_4856,suspension_bridge
test_4857,dugong
test_4858,birdhouse
test_4859,jinrikisha
test_486,refrigerator
test_4860,CD_player
test_4861,sock
test_4862,scoreboard
test_4863,fountain
test_4864,sock
test_4865,teapot
test_4866,fountain
test_4867,pill_bottle
test_4868,flagpole
test_4869,space_heater
test_487,brass
test_4870,turnstile
test_4871,scoreboard
test_4872,CD_player
test_4873,CD_player
test_4874,apron
test_4875,scoreboard
test_4876,scoreboard
test_4877,limousine
test_4878,scoreboard
test_4879,computer_keyboard
test_488,scoreboard
test_4880,pill_bottle
test_4881,turnstile
test_4882,space_heater
test_4883,scoreboard
test_4884,bucket
test_4885,drumstick
test_4886,CD_player
test_4887,scoreboard
test_4888,turnstile
test_4889,CD_player
test_489,brass
test_4890,Labrador_retriever
test_4891,confectionery
test_4892,flagpole
test_4893,CD_player
test_4894,goose
test_4895,beaker
test_4896,drumstick
test_4897,turnstile
test_4898,scoreboard
test_4899,flagpole
test_49,scoreboard
test_490,sewing_machine
test_4900,scoreboard
test_4901,scoreboard
test_4902,computer_keyboard
test_4903,rocking_chair
test_4904,stopwatch
test_4905,computer_keyboard
test_4906,limousine
test_4907,cash_machine
test_4908,crane
